movieId,reviews,critic_reviews,metascore,Budget,US_and_Canada_Gross,Opening_Weekend,Global_Gross,Runtime,imdb_rating
3225,176,64,13,11000000,20069008,7602507,24419914,91,5
3230,81,34,0,0,1113301,0,0,130,7
3235,59,40,0,0,6659377,1750593,6659377,99,6.5
3238,443,89,29,35000000,16500786,5959447,17589705,109,5
3240,32,31,53,4000000,187152,29010,187152,86,6.2
3241,44,55,70,0,1079108,35179,1096117,93,6.9
3243,95,35,25,7000000,40693477,9866120,40693477,88,5.8
3244,104,40,64,0,102000000,0,0,111,7.4
3246,217,93,73,33000000,48169910,9871125,48169910,202,7.7
3247,163,37,51,31000000,139605150,11894587,231605150,100,6.5
3248,117,24,38,38000000,57319029,7569219,57319029,107,5.7
3249,161,46,64,11700000,88036683,7675016,88036683,110,6.7
3250,147,48,56,32000000,36733909,8624292,36733909,128,7.1
3251,56,30,52,10000000,25627836,221552,25627836,98,6.6
3252,513,52,57,31000000,63095253,357468,134095253,156,8
3253,231,81,57,20000000,121697323,18122710,183097323,94,7
3254,106,44,60,40000000,48197805,13516699,48198019,95,6.2
3255,324,73,69,40000000,107533928,13739456,132440069,128,7.3
3256,185,69,64,45000000,83351587,18511191,178051587,117,6.8
3257,214,59,39,25000000,122046449,16611793,411046449,129,6.3
3258,261,92,56,55000000,58422650,12110355,149022650,104,6.6
3259,159,41,49,60000000,58883840,10194520,137783840,140,6.6
3260,129,62,88,0,26126837,52568,26341736,142,7.4
3261,104,45,71,0,18471850,4184875,18471850,99,6.7
3262,318,127,45,10000000,4160851,1813559,4184990,134,7.3
3263,118,48,65,0,76253806,14711124,90753806,115,6.8
3264,279,76,48,7000000,16624456,4515541,16624456,86,5.7
3265,297,97,0,4500000,0,0,0,128,7.7
3266,251,82,67,1000000,205569,15176,205569,95,7.4
3267,149,53,73,7000,2040920,312528,2040920,81,6.8
3268,113,34,0,45000000,28411210,7058590,70611210,87,4.4
3269,67,24,0,20000000,55956187,5609875,127956187,102,6.3
3270,164,32,53,0,25105517,4478919,25105517,101,6.9
3271,228,29,73,0,5471088,97851,5471088,115,7.5
3272,218,79,70,1000000,2000022,47454,2038916,96,7
3273,887,204,56,40000000,89143175,34713342,161834276,116,5.6
3274,136,81,63,16000000,48017402,10212401,48017402,107,6.4
3275,995,116,44,6000000,30471,19930,30471,108,7.7
3276,95,39,42,14000000,1638202,703109,3284444,101,5.6
3280,87,114,0,200000,0,0,0,84,6.1
3281,26,13,0,0,92113,11281,92113,89,7
3283,36,30,67,900000,0,0,0,114,7.2
3284,62,32,51,0,0,0,0,91,6.8
3285,651,121,43,50000000,39785027,15277921,144056873,119,6.6
3286,106,37,34,13000000,60020107,14331819,62464731,89,5.1
3287,58,84,53,30000000,45554533,9427532,96159800,77,6.3
3289,80,75,73,0,592586,50256,592586,106,7.7
3294,127,168,48,520000,0,0,0,91,5.5
3295,24,20,0,0,89388,0,90602,90,7.3
3296,149,35,55,640000,0,0,0,105,7.6
3298,264,49,63,7000000,16970581,5742129,28780255,120,7
3299,135,76,33,60000000,36050230,13567978,51880044,94,4.8
3300,877,153,49,23000000,39240659,11577688,53187659,109,7
3301,355,59,47,41300000,57262492,13731070,106371651,98,6.7
3302,29,41,79,0,264292,13987,264292,107,6.7
3303,18,2,0,0,0,0,0,75,7.9
3306,349,84,90,900000,0,0,27425,72,8.1
3307,366,136,99,1500000,19181,9102,50419,87,8.5
3308,26,11,67,10000000,23859382,2015076,23859382,100,6.2
3310,287,120,0,250000,0,0,41960,68,8.2
3313,46,25,0,0,10054150,3086525,10054150,84,4.6
3315,31,2,0,0,0,0,0,97,6.5
3316,247,77,37,42000000,23368995,8128356,32168970,104,5.8
3317,371,145,74,55000000,19393557,5808919,33426588,107,7.2
3323,22,8,0,20000000,0,0,0,98,6
3324,173,34,25,37000000,15506764,5802229,15910104,96,5.7
3325,166,79,25,25000000,14990582,5870387,24362772,108,4.7
3326,100,36,41,60000000,6291602,3008746,14145677,105,5.6
3327,86,67,73,500000,2053648,9532,2053648,102,7.6
3328,381,171,68,0,3308029,166344,9392768,116,7.5
3329,21,14,0,0,213901,5487,213901,103,7.3
3330,157,61,74,0,8720000,0,0,124,7.7
3331,32,22,17,0,22587834,435188,22587834,97,5.2
3334,219,76,0,0,7017420,0,9524420,100,7.7
3338,43,66,79,0,770132,33777,770132,80,8.1
3341,110,58,0,0,0,0,12000000,103,7.5
3342,80,37,71,12000000,1455045,13720,1455096,120,7.2
3344,123,103,0,24500,0,0,0,67,5
3345,16,3,0,0,0,0,0,75,6.7
3347,68,18,0,0,29600000,0,29600000,105,7.5
3350,71,25,87,1500000,0,0,0,128,8
3353,25,20,44,0,164927,43307,174011,93,6.2
3354,1000,180,34,100000000,60883407,22855247,110983407,114,5.7
3355,802,120,44,38000000,18661336,6622518,58401898,133,6.7
3357,56,45,61,11500000,2321029,56147,6031521,121,7.4
3358,131,39,63,0,16371128,92622,16371128,112,7.2
3359,129,69,91,2300000,16424918,17702,16424918,101,7.7
3360,181,42,76,6000000,28607524,220068,28607524,114,7.4
3361,154,86,73,8000000,50888729,5009301,50888729,108,7.1
3362,386,100,86,1800000,50000000,0,50000000,125,8
3363,364,137,97,750000,115000000,0,115000889,110,7.4
3364,177,99,85,1232000,0,0,29868,112,7.8
3365,644,133,94,3750000,0,0,0,119,7.8
3368,217,63,61,0,0,0,0,166,7.9
3370,59,23,0,19000000,25816139,5534787,25816139,127,6.3
3372,84,27,0,0,0,0,0,115,6.7
3374,47,42,81,0,1683422,10842,1689723,113,6.7
3378,17,22,0,0,50935,0,50935,118,6.8
3379,206,58,55,2900000,0,0,0,134,7.1
3384,236,121,68,5000000,0,0,0,104,7.6
3385,47,18,55,0,19875740,5184360,19875740,107,5.5
3386,558,80,72,40000000,70405498,5223658,205405498,189,8
3387,77,18,44,0,10982364,3862719,10982364,94,5.9
3388,67,36,42,10000000,29760613,4154740,49998613,110,6.1
3389,24,6,0,0,140980,0,140980,102,5.2
3390,37,28,16,17000000,2315683,729885,2315683,97,3.2
3391,86,21,27,17000000,7305209,2548205,7305209,92,4.8
3392,78,25,45,16000000,15351421,3509647,15351421,99,5.7
3393,54,11,0,8000000,1988962,816062,1988962,105,5.6
3394,68,44,49,16000000,39321715,7531273,39337581,95,5.9
3395,28,22,0,12000000,5669831,2188857,5669831,83,5.5
3396,140,80,74,0,65810475,0,65810475,95,7.6
3397,62,34,70,0,31206251,2968990,31206251,97,7.1
3398,71,48,64,0,25534703,4416022,25534703,94,6.8
3400,42,19,0,0,9317021,3707770,9317021,72,6
3401,29,47,0,0,14972297,4035147,14972297,95,5.1
3402,10,17,0,0,2156772,40115,2156772,97,6.8
3403,111,35,0,36000000,0,0,0,115,5.1
3404,113,24,0,1805000,0,0,0,98,7
3405,199,75,0,1680000,0,0,0,123,7.9
3406,74,23,0,0,0,0,0,117,7.3
3408,573,145,73,52000000,125595205,28138465,256271286,131,7.4
3409,829,126,36,23000000,53331147,10015822,112880294,98,6.7
3410,11,9,56,0,13654,6051,13654,101,6.6
3412,80,27,60,0,31753898,3676530,31753898,96,7.7
3414,92,33,0,1780000,0,0,30330,102,6.4
3415,167,73,82,622000,22168,11537,121248,107,8
3417,67,31,0,1850000,0,0,0,105,7.1
3418,406,149,89,16500000,45360915,6101297,45465989,130,7.6
3420,168,34,58,6000000,33300000,0,33300000,119,7.4
3421,335,104,79,3000000,141600000,276538,141607219,109,7.4
3422,54,49,79,175000,7137502,28473,7137502,84,6.8
3423,47,28,52,6500000,14545844,1802656,14545844,121,6.1
3424,569,112,93,6500000,27545445,3563535,37295445,120,8
3425,46,28,61,10000000,16153593,4387360,16153593,129,6.7
3426,64,52,78,14000000,32482682,5332860,43882682,132,6.6
3428,69,22,38,0,30441738,1972684,30441738,121,6.8
3429,24,9,0,0,0,0,0,5,7.7
3430,266,105,51,3000000,22000000,0,22000000,93,6.9
3431,163,72,11,2000000,16100000,0,16100000,89,6
3432,213,70,18,9000000,16116878,5319116,16116878,90,5.8
3433,115,68,46,5000000,6880310,2466557,6880310,99,5.4
3434,101,48,25,5000000,1702394,503936,1702394,95,4.9
3435,471,183,95,927262,0,0,14651,107,8.3
3436,49,21,0,18000000,33669178,9725885,82264675,111,6
3438,301,115,51,13500000,135384756,25398367,202084756,93,6.8
3439,128,73,45,25000000,78656813,20030473,78656813,88,6
3440,113,73,40,21000000,42273609,12419597,42273609,96,4.8
3441,452,114,53,17000000,38376497,8230381,38376497,114,6.3
3442,27,26,34,8700000,4865912,2235720,4865912,109,6.1
3444,308,99,29,1100000,11806119,515721,11806119,92,6.8
3445,113,86,49,7000000,20000000,0,20000000,104,6.2
3446,62,28,0,0,532268,26946,532268,128,6.7
3447,74,25,0,2800000,0,0,0,138,7.5
3448,192,68,67,13000000,123922370,194308,123922370,121,7.3
3449,14,7,0,14000000,4764606,1804288,4764606,104,5.7
3450,115,38,53,0,70172621,3874911,70172621,103,7
3451,453,83,63,4000000,56666667,0,56666667,108,7.8
3452,393,78,52,25000000,55973336,18014503,91036760,115,6.1
3453,166,38,25,15000000,10522168,4510705,10873148,96,5.2
3454,98,25,20,32000000,8745680,4104298,9902115,94,5.5
3455,28,13,36,0,12597,3651,12597,105,6.3
3456,104,57,80,0,1817216,0,2777552,90,8.1
3459,84,66,0,0,916172,32061,916172,87,5.7
3461,152,90,67,250000,0,0,0,92,6.9
3462,367,132,96,1500000,163577,35809,463618,87,8.5
3466,98,28,56,25000000,16589540,4322250,16589540,104,7
3467,177,65,62,2500000,0,0,0,112,7.8
3468,250,116,90,2125000,0,0,0,134,8
3469,229,62,75,2000000,0,0,0,128,8.1
3470,124,59,0,4000000,0,0,14480,142,8.2
3471,546,241,90,20000000,135189114,1767758,306889114,138,7.6
3473,13,17,0,0,0,0,0,110,7.5
3474,72,30,0,0,0,0,0,91,6.2
3475,194,87,76,2295304,0,0,0,122,7.7
3476,465,136,62,25000000,26118851,7500760,26118851,113,7.4
3477,314,38,47,0,273188,150800,273188,90,6.7
3478,96,30,65,6500000,54215416,5651990,54215416,108,6.9
3479,222,66,64,20000000,18432000,3450536,18432000,121,6.9
3480,75,24,75,6000000,8200000,1250101,8200000,100,6.9
3481,666,177,79,30000000,27287137,6429107,47126295,113,7.4
3483,206,69,51,95000000,50863742,12846652,76432727,89,6.9
3484,200,76,24,35000000,35046120,11034885,50802120,106,5.6
3489,495,90,52,70000000,119654823,13522535,300854823,142,6.8
3492,27,25,0,0,1562733,0,4360000,68,6.6
3494,215,83,83,0,276418,157788,276418,128,7.4
3496,18,7,0,0,3548238,172740,3548238,122,6.6
3497,44,9,0,0,17613720,2791002,17613720,98,6.7
3498,317,73,59,2300000,35000000,0,35000000,121,7.5
3499,502,159,75,20000000,61276872,10076834,61277597,107,7.8
3500,50,12,0,43000000,13351357,4514027,13351357,119,5.9
3501,59,19,0,13000000,30867525,47906,30867525,107,7
3502,91,17,0,15000000,27804899,5536098,27804899,117,6.8
3503,359,162,93,1000000,22168,11537,225835,167,8
3504,447,189,83,3800000,23689877,0,23690757,121,8.1
3505,149,68,77,15000000,35509515,4259460,35509515,114,7.1
3506,48,31,80,0,26079312,0,26079312,119,6.9
3507,157,67,86,1200000,44527234,0,44527234,105,7.6
3508,274,63,69,3700000,31800000,0,31800000,135,7.8
3510,569,123,67,31000000,45010278,9025584,68106245,118,7.4
3511,111,56,23,24000000,12394327,5257778,12452362,107,5.3
3512,311,55,54,24000000,32722798,7820836,36609995,115,6.9
3513,298,58,45,60000000,61335230,15011181,71732303,128,6.4
3514,43,45,74,0,468684,38760,494150,104,6.6
3515,40,32,46,0,369975,28030,369975,104,6.7
3516,134,54,0,2450000,0,0,125,106,6.8
3519,103,40,42,5000000,7230000,0,7230000,118,6.4
3521,73,70,80,2800000,1541218,0,1574967,110,7.5
3524,150,47,69,7000000,95461682,2719534,95461682,97,6.9
3525,105,42,56,5000000,38435947,4573530,38435947,105,6.3
3526,160,51,82,20000000,100047830,10506450,126297830,124,7.1
3527,985,201,47,15000000,59735548,12031638,98268458,107,7.8
3528,130,42,65,30000000,74787599,10035412,74787599,132,6.8
3529,67,44,61,12000000,12376625,0,12383416,122,6.6
3531,21,8,0,250000,0,0,0,87,6.4
3534,225,93,46,43000000,37170488,10310672,62198945,103,6.1
3535,1600,234,64,7000000,15070285,4961015,34266564,102,7.6
3536,269,96,60,29000000,37047880,8078671,59945183,128,6.4
3537,72,66,49,28000000,5661798,2513530,7450414,89,6.3
3538,169,81,74,1900000,4177818,53569,4177818,96,6.9
3539,68,86,82,0,612192,13305,612433,108,7.6
3543,115,50,82,5000000,14099953,0,14099953,110,7.1
3544,56,17,0,1400000,115103,35589,115103,87,5.6
3545,239,84,80,4600000,0,0,108405,124,7.8
3546,297,107,75,980000,0,0,0,134,8
3548,138,22,0,2240000,0,0,0,143,7.9
3549,164,42,77,5500000,0,0,0,150,7.1
3550,174,96,52,0,5979292,1832898,5988322,97,6.6
3551,223,98,64,6500000,21709020,0,21709020,125,7.4
3552,324,89,48,6000000,39918650,3142689,39918650,98,7.2
3553,120,61,31,24000000,5108820,2321729,12591270,90,5.9
3554,138,37,72,20000000,27475093,8139180,27743596,124,7.2
3555,670,151,62,62000000,77122415,19553310,127666415,116,6.6
3556,589,165,77,9000000,4906229,235122,10410044,97,7.2
3557,83,29,48,20000000,11390479,3619666,11390479,124,6.3
3559,129,61,84,0,0,0,9291,137,8
3563,160,24,0,10000000,0,0,0,102,4.9
3564,113,55,27,83000000,35268275,10518435,59468275,90,3.7
3565,262,64,30,15000000,33772838,8292939,40863718,120,6.7
3566,164,35,56,7000000,3165544,80957,3728888,90,6.5
3567,30,26,57,0,1823297,0,4069261,95,6.3
3568,25,19,44,40000,278492,12994,278492,90,7.4
3569,143,76,48,2500000,0,0,2804,117,6.8
3571,149,45,65,5000000,1057750,93148,1431406,97,6.1
3572,89,92,0,850000,1753979,142127,1753979,83,3.6
3573,41,40,0,0,0,0,0,83,3.7
3574,49,35,0,0,0,0,0,85,3.1
3576,162,98,69,5000000,9747988,2492618,9748233,97,7
3577,56,35,38,0,1547397,558908,1547397,104,5
3578,2900,217,67,103000000,187705427,34819017,503162313,155,8.5
3580,55,40,57,0,2933161,339819,3740113,115,6
3581,176,29,53,2200000,104257,0,104257,99,7.1
3584,77,40,52,7500000,19910002,4384369,19910002,100,5.9
3586,34,16,61,0,2625716,318403,2625716,117,6.9
3587,186,161,69,3000000,0,0,0,106,6.5
3590,61,15,53,160000,0,0,0,86,5.6
3591,83,31,50,0,64783827,947197,64783827,91,6.6
3592,31,19,0,0,0,0,0,78,7.3
3593,1400,123,9,73000000,21471685,11548898,29725663,117,2.5
3594,226,53,52,29000000,17200925,4604621,26385941,115,6.7
3596,81,29,7,10000000,7027345,3342085,7201701,81,5.6
3597,84,42,10,3000000,4159986,2181379,4775009,82,4.4
3598,184,79,70,2000000,1577287,62253,2046433,112,5.9
3599,88,37,60,0,0,0,0,140,7
3604,94,36,0,4000000,0,0,0,143,7.1
3606,130,59,71,2111250,0,0,0,98,7.3
3608,217,48,47,6000000,41047344,4545847,41047344,91,7
3609,7,24,0,0,44204,6294,44204,72,7.3
3614,66,44,63,25000000,35208854,7318157,35208854,96,5.9
3615,285,126,56,127500000,137748063,38854851,349822765,82,6.4
3616,172,80,35,20000000,15618626,6008611,18404706,98,5.3
3617,336,83,55,16000000,68540777,15484004,119754278,93,6.5
3618,210,83,69,25000000,17266359,3880723,29934477,94,6.6
3619,93,24,31,4000000,10000000,0,10000000,91,6.2
3622,55,35,0,0,1806258,0,0,94,6.4
3623,1600,242,59,125000000,215409889,57845297,546388108,123,6.1
3624,320,126,77,55000000,56937502,15607034,99274467,110,6.6
3625,12,8,70,0,82378,24970,82378,85,7
3626,44,34,36,0,424123,92000,437568,118,5.6
3627,396,176,0,30000,0,0,0,78,7
3628,43,25,0,0,3270000,0,0,102,6.7
3629,279,104,0,923000,0,0,29328,95,8.1
3632,100,84,0,2000000,64636,0,65718,124,7.8
3633,630,143,61,7000000,22774493,0,22787885,142,6.7
3634,137,66,73,2200000,0,0,0,118,7.8
3635,399,119,55,13500000,46838673,0,46875764,125,7
3637,59,63,0,0,0,0,0,105,7.7
3638,431,116,66,34000000,70308099,7108344,210308099,126,6.2
3639,368,114,43,7000000,20972000,0,20972000,125,6.7
3640,62,41,0,0,0,0,910,110,7
3641,54,25,0,351000,0,0,11233,82,6.9
3643,45,16,0,1500000,0,0,0,100,6.4
3646,171,89,33,30000000,117559438,25661041,173959438,99,5.2
3648,100,60,0,0,0,0,0,91,6.4
3649,102,59,57,4800000,22743674,3559930,22743674,117,6.3
3652,252,157,0,0,0,0,0,93,6.2
3653,40,41,82,50000,10233,0,10233,95,7.6
3654,201,56,72,6000000,0,0,19394,158,7.5
3655,57,100,0,0,0,0,0,130,7.1
3658,179,83,0,275000,0,0,0,97,7
3660,122,139,0,600000,0,0,0,90,5.5
3661,63,66,0,780000,0,0,0,88,5.4
3662,64,78,0,800000,0,0,0,82,5.9
3663,43,51,0,0,0,0,0,79,5.1
3664,31,42,0,0,0,0,0,82,4.8
3667,23,22,0,0,295000,295000,295000,96,4.6
3668,238,43,69,850000,0,0,6292,138,7.6
3669,66,45,41,25000000,10736401,3532540,10736401,88,6.2
3671,489,114,73,2600000,119616663,0,119617265,93,7.7
3672,50,14,35,500000,39552000,0,39552000,86,6.1
3673,25,9,53,0,22257624,21530,22257624,88,6.2
3674,18,7,46,0,17732000,0,17732000,85,5.9
3675,255,87,56,0,928298,566045,1108279,120,7.6
3676,721,175,87,10000,0,0,23557,89,7.3
3677,178,40,0,2000000,1332110,26812,1332110,96,8.5
3678,103,72,63,1000000,0,0,0,119,7.3
3679,40,31,93,100000,0,0,0,100,7.5
3680,46,27,58,500000,373743,45008,373743,93,7.2
3681,362,113,74,600000,15000000,0,15000000,132,8.2
3682,245,80,58,0,39768000,0,39768000,124,7.2
3683,376,163,84,1500000,3851855,42971,4229114,99,7.6
3684,96,38,85,13000000,18428904,3313815,18428904,114,6.9
3685,105,51,84,0,26657534,4234537,26657534,130,6.7
3686,202,77,55,26000000,61489265,10034685,61489265,115,6.5
3687,34,29,0,0,370698,48665,370698,78,7
3688,202,91,40,2500000,111289673,7623988,111289673,94,6.2
3689,67,32,38,6500000,33759266,7054988,33759266,98,5
3690,42,31,24,9000000,20518905,6207507,20518905,92,4.8
3691,73,20,25,3500000,14049540,4411861,14049540,89,5.2
3692,75,81,0,400000,0,0,0,85,5.6
3693,180,137,42,475000,0,0,0,82,6.2
3694,52,52,0,2300000,792966,28950,792966,102,5
3695,36,41,0,0,363561,52080,363561,102,4.3
3696,183,183,62,5000000,591366,220800,591366,88,6.7
3697,489,116,46,35000000,30669413,8784943,57120318,108,6.3
3698,326,169,45,27000000,38122105,8117465,38122105,101,6.7
3699,199,110,70,22000000,28744356,2872022,28744356,115,7
3700,45,29,70,350000,3677209,0,3677209,108,6.8
3701,73,59,45,16000000,25216243,8421429,32155047,91,6.3
3702,444,252,73,300000,8750000,0,8773197,88,6.8
3703,409,217,77,3000000,23667907,2527864,23668406,96,7.6
3704,272,150,71,10000000,36230219,7283714,36230219,107,6.2
3705,83,38,36,20000000,70978012,15338160,138697012,110,6
3706,321,149,61,17000000,17185632,3688721,17185954,113,7.2
3707,150,51,50,17000000,6735922,328804,6735922,117,5.9
3708,156,99,50,15000000,17080167,4726660,17080167,114,6
3709,167,86,38,15000000,30524763,10017354,30524763,91,5.3
3710,91,56,36,7000000,20256975,5424783,20256975,96,5.5
3711,23,6,0,0,7306242,76488,7309989,117,6.3
3712,89,33,65,25000000,36489888,6736380,36489888,97,6.6
3713,38,11,73,0,4873620,26140,4873620,97,7.3
3714,9,11,52,0,5194491,588869,5194491,90,6.1
3715,32,10,0,12500000,16337355,4509754,16337355,103,5.1
3716,27,23,0,0,12046526,2693714,12046526,104,5.4
3717,599,127,35,90000000,101648571,25336048,237202299,118,6.5
3719,107,58,35,13000000,299792,24496,299792,93,5.9
3720,129,67,71,26000000,5096267,42700,7918035,181,7.5
3723,109,33,53,16000000,20710451,116975,20710451,135,6.7
3724,90,58,61,3000000,32653905,0,32653905,127,7.3
3725,89,46,57,1500000,0,0,0,96,7.1
3726,306,211,89,150000,0,0,0,91,7.3
3727,295,219,78,5000000,3369307,635789,3369307,94,6.9
3728,103,52,87,2500000,1543112,44545,1543112,105,7.1
3729,118,78,66,1125000,0,0,0,100,6.6
3730,460,178,87,1600000,4671805,5494,4696729,113,7.8
3731,79,68,70,3000000,1729274,0,1752634,109,6.8
3732,154,122,64,5500000,0,0,0,118,6.3
3733,103,29,65,0,1851898,0,0,113,7.2
3735,243,131,83,3000000,29800000,0,29857432,130,7.7
3736,222,125,72,1800000,0,0,2300000,111,8.1
3737,123,48,0,2000000,0,0,0,107,7.6
3738,92,74,65,3000000,7500000,0,7504841,110,6.7
3739,89,63,0,519706,0,0,0,83,7.9
3740,484,239,53,25000000,11100000,2723211,11100577,99,7.2
3741,275,140,93,450000,0,0,54396,94,7.7
3742,285,100,97,0,51198,5641,61389,75,7.9
3743,138,64,29,35000000,21799652,7008950,25850615,94,5.4
3744,324,120,50,46000000,70334258,21714757,107626125,99,6
3745,413,97,48,75000000,22753426,9376845,36754634,94,6.6
3746,52,47,69,0,2092682,0,7738129,96,7.6
3747,92,58,76,2500000,1302067,37089,1302067,107,6.9
3751,434,147,88,45000000,106834564,17506162,224874960,84,7.1
3752,535,126,49,51000000,90570999,24209385,149270999,116,6.6
3753,1200,178,63,110000000,113330342,22413710,215294342,165,7.2
3754,211,49,36,76000000,26005820,6814270,35134820,92,4.3
3755,837,182,59,140000000,182618434,41325042,328718434,130,6.5
3756,73,51,62,15000000,3050532,90170,5753678,130,5.9
3758,79,44,0,5000000,1919653,822123,1919653,109,5.5
3760,139,84,61,600000,0,0,0,83,6.4
3761,152,16,47,35000000,4496583,1002548,4496583,180,7.9
3763,71,54,71,10000000,20603715,3240695,20603715,109,6.7
3764,31,36,48,16400000,21082165,5455058,21082165,108,5.9
3765,96,60,55,13000000,1293976,112188,1293976,130,6.4
3766,103,58,43,2550000,22812411,6101460,22812411,101,5.4
3767,63,38,0,2410000,10755447,3868515,10755447,96,5.3
3768,52,26,0,0,6193901,2208116,6193901,103,4.8
3769,147,104,62,2200000,21700000,0,21700000,115,7
3770,91,85,63,0,12145169,2257627,12145169,99,6.3
3771,97,77,69,982351,0,0,0,105,6.8
3773,44,19,76,2500000,26385627,4611024,26385627,100,6.5
3774,18,12,0,5000000,19438638,6027105,19438638,94,5.3
3783,164,102,75,0,6201143,63472,7120568,94,7
3784,152,87,45,65000000,69691949,12687726,110317580,104,6.1
3785,1000,104,48,19000000,157019771,42346669,278019771,88,6.3
3786,235,70,39,1200000,2205627,60410,2595216,85,6.8
3787,46,41,74,0,1157764,40125,2170446,92,7.5
3788,340,160,82,1800000,0,0,37964,111,7.5
3789,99,54,69,930000,0,0,0,116,7.7
3790,77,37,54,500000,1115313,55946,1162001,86,6.5
3791,171,64,42,8200000,80035402,8556935,80040027,107,6.6
3792,115,43,0,8000000,20408163,0,20428771,146,6.7
3793,1500,303,64,75000000,157299718,54471475,296339528,104,7.3
3794,138,41,76,250000,1055671,72831,1182065,96,6.6
3795,38,39,56,0,497091,26653,515847,106,6.7
3797,91,47,14,24000000,5280035,1505551,5280035,105,4.6
3798,758,154,51,100000000,155464351,29702959,291420351,130,6.6
3799,83,43,28,30000000,43758684,19575608,133949270,84,6.1
3801,278,119,95,0,0,0,194,161,8
3802,88,41,34,30000000,17129026,6736243,17129026,110,5.4
3806,112,25,0,7000000,0,0,0,128,6.7
3807,77,62,0,3500000,0,0,0,113,6.4
3808,61,47,0,0,0,0,14062,101,7.7
3809,214,51,60,39000000,63707829,9216334,63707829,99,7
3810,49,27,46,22000000,9011574,3151629,9011574,101,6
3811,115,60,72,800000,0,0,0,107,7.8
3812,99,62,66,2000000,18016290,0,18090065,88,6.7
3813,130,60,67,10000000,10432366,0,10432366,92,7.3
3814,133,54,89,3000000,20123742,0,20123742,85,7.7
3816,55,30,0,0,29426,29426,69832,112,7.7
3819,119,82,87,0,224097,16410,444213,114,7.9
3821,194,94,38,84000000,123309890,42518830,166339890,106,4.5
3822,69,70,75,0,1708496,66567,0,90,7.5
3823,67,48,71,0,414254,38947,414254,108,7.1
3824,197,100,24,65000000,37761915,10987006,90726668,103,5.6
3825,418,110,27,45000000,60786269,17319282,113916474,100,5.7
3826,705,190,24,95000000,73209340,26414386,190213455,112,5.8
3827,385,119,73,65000000,90464773,18093776,128884132,130,6.5
3830,105,50,42,1500000,268117,21359,268117,95,6
3831,134,77,62,10000000,12178602,287452,28741330,93,6.9
3832,128,138,82,0,0,0,0,92,7
3833,200,86,0,62000,0,0,0,82,4.5
3834,65,28,66,5500000,24265659,3708710,24265659,116,6.1
3835,101,39,34,6000000,13609396,5024976,13609396,89,5.8
3836,253,53,50,4000000,5200000,0,5200000,144,7.6
3837,121,114,42,3000000,7282851,3012285,7282851,97,6.4
3838,96,87,0,2500000,0,0,0,91,6
3839,117,82,0,650000,0,0,0,90,5.5
3840,226,114,47,3500000,4385516,686567,4385516,86,6.2
3841,60,31,33,35000000,31053601,8064480,33461269,113,5.8
3843,440,136,58,350000,0,0,0,84,6.2
3844,186,41,56,15000000,84614512,5425440,96759512,117,7.3
3845,55,47,0,300000,0,0,0,95,6.3
3846,67,21,48,0,29309766,5844974,29309766,95,6.2
3847,77,95,0,0,0,0,0,96,5.1
3849,136,64,0,0,0,0,0,83,7.3
3851,21,24,81,0,1210967,33671,1210967,96,7.4
3852,93,55,70,0,4342203,91791,4406030,87,6.7
3855,51,64,67,0,359050,30281,401299,80,7
3857,207,99,17,65000000,29381494,9413684,40443010,107,5.1
3858,155,65,57,10000000,1284646,127141,1961544,87,6.2
3859,40,38,69,0,1029591,0,1029591,79,7.2
3861,298,95,30,50000000,44737059,11039214,50054511,118,6.6
3862,58,26,64,0,159668,33300,802951,97,5.9
3863,743,94,40,33000000,61334059,17515050,104155843,107,6.4
3864,164,74,41,13000000,10037390,4407720,12924063,99,6
3865,85,49,73,13000000,38182790,11053832,38182790,115,6.8
3868,263,97,76,12000000,78756177,9331746,78756177,85,7.6
3869,123,57,65,23000000,86930411,20817139,86930411,85,6.9
3870,66,17,0,0,0,0,0,90,6.5
3871,355,82,85,3100000,0,0,0,118,7.6
3872,156,54,54,3000000,0,0,9749,114,7.5
3873,118,56,60,0,20666667,0,0,97,6.7
3877,206,84,41,35000000,14296438,5738249,14296438,124,4.4
3879,181,96,30,60000000,30208599,10410993,40400425,117,5.7
3882,417,97,52,11000000,68379000,17362105,90449929,98,6.1
3884,49,33,37,38000000,13023075,4051921,13105853,88,5.6
3888,41,6,0,0,0,0,0,100,6.3
3889,372,94,21,25000000,12811858,5067331,15843608,87,4.6
3893,269,67,69,35000000,25170054,7145950,29364989,110,6.3
3894,32,31,75,125000000,277596,0,277596,101,7.5
3895,208,88,22,30000000,28946615,9062295,47267829,97,5.3
3896,348,79,49,8500000,6055661,2150979,13200972,119,6.6
3897,951,172,90,60000000,32534850,2314646,47386287,122,7.9
3898,75,52,39,51000000,15325127,5485591,15471969,119,5.7
3899,43,24,0,0,14693,8406,14693,95,5.6
3900,54,27,32,0,26394,9893,0,100,5.8
3901,135,60,40,21000000,4739023,2002588,6620242,112,6.1
3906,223,43,43,25000000,260562,109863,1308242,110,6.4
3908,250,63,16,14000000,21468807,8505513,38574362,97,4.4
3909,94,67,41,8000000,5020111,2008191,10194274,92,5.3
3910,761,139,63,12800000,4184036,91612,40061153,140,7.9
3911,382,74,78,10000000,18715392,413436,20789556,90,7.4
3912,64,33,23,14000000,3157348,1409433,3169930,112,5.6
