movieId,reviews,critic_reviews,metascore,Budget,US_and_Canada_Gross,Opening_Weekend,Global_Gross,Runtime,imdb_rating
1,777,167,96,30000000,223225679,29140617,394436586,81,8.3
2,324,84,39,65000000,100499940,11084370,262821940,104,7.1
3,71,30,46,25000000,71518503,7797185,71518503,101,6.6
4,64,22,0,16000000,67052156,14126927,81452156,124,6
5,81,39,49,30000000,76594107,11134978,76594107,106,6.1
6,1300,222,76,60000000,67436818,8445656,187436818,170,8.3
7,173,48,56,58000000,53672080,5563259,53696278,127,6.3
8,32,13,0,0,23920048,3210458,23920048,97,5.5
9,148,73,0,35000000,20350171,4782445,64350171,111,5.8
10,558,102,65,60000000,106429941,26205007,352194034,130,7.2
11,260,61,68,62000000,60079496,10014558,107879496,114,6.8
12,177,48,0,30000000,10772144,2708298,10772144,88,5.8
13,124,26,0,0,11348324,1519755,11349090,78,7.1
14,183,54,66,44000000,13681765,2206506,13681765,192,7.1
15,221,74,37,98000000,10017322,2371415,10017322,124,5.7
16,764,156,73,52000000,42512375,9946480,116112375,178,8.2
17,301,64,84,16000000,43182776,721341,134582776,136,7.7
18,214,60,0,4000000,4257354,427733,4257354,98,6.7
19,230,53,43,30000000,108385533,37804076,212385533,90,6.4
20,79,41,0,68000000,35431113,10608297,35431113,110,5.7
21,185,103,81,30250000,72101622,12700007,115101622,105,6.9
22,205,64,54,20000000,32051917,5170522,32051917,123,6.6
23,122,61,0,50000000,30303072,9378637,30303072,133,6.3
24,185,37,0,9500000,30862156,7146973,30862156,111,6.6
25,405,98,82,3600000,32029928,70864,32029928,111,7.5
26,55,25,0,11000000,2844379,29097,2844379,123,6.8
27,146,21,50,0,27112329,7440173,37591674,102,6.8
28,109,31,0,0,0,0,0,107,7.6
29,270,64,73,18000000,1738611,34348,1781750,112,7.5
30,40,35,77,0,2086101,209098,2086101,108,7.1
31,114,41,47,23000000,84919401,14931503,179519401,99,6.5
32,765,211,75,29000000,57141459,184776,168839459,129,8
34,249,54,83,30000000,63658910,8742545,254134910,91,6.9
36,245,71,80,11000000,39363635,118266,39363635,122,7.5
38,67,23,45,0,19474589,5564147,19474589,101,5.9
39,398,90,71,12000000,56631572,10612443,56631794,97,6.9
40,29,10,71,0,670727,0,670727,106,6.8
41,97,51,86,6000000,2684904,91915,2748518,110,7.3
42,112,44,0,10000000,24147179,7943778,24147179,119,6.9
43,56,21,66,19000000,4005941,75514,4005941,117,6.6
44,439,102,60,18000000,70454098,23283887,122195920,101,5.8
45,205,68,86,20000000,21284514,386510,21284514,106,6.8
46,53,31,0,10000000,23600020,5790445,41200020,117,6.3
47,1900,168,65,33000000,100125643,13949807,327333559,127,8.6
48,302,93,59,55000000,141579773,2689714,346079773,81,6.7
49,63,18,0,0,919671,0,919671,94,6.5
50,1500,153,76,6000000,23341568,645363,23341568,106,8.5
52,107,58,59,15000000,6468498,326494,6468498,95,7
53,14,20,0,0,438483,0,4788331,116,7.4
54,35,11,0,12000000,17736619,4688285,17736619,100,5.5
55,43,23,81,0,1110104,55461,1110104,115,6.5
57,123,49,57,20000000,17519169,4007717,17519169,103,6.6
58,139,40,81,3000000,21848932,95310,21898920,108,7.8
60,62,28,58,45000000,35656131,7716278,35656131,96,6
61,112,39,25,20000000,26877589,6968044,26877589,101,6.2
62,194,40,59,23000000,82569971,14466,106269971,143,7.3
63,154,35,53,3800000,20109115,8112884,20949601,89,6.5
64,39,15,30,0,10658278,4656986,10658278,96,5.3
65,169,33,1,15000000,13427615,4999979,13427615,88,4.4
66,77,59,29,15000000,2409225,1428658,2409225,93,2.5
68,41,21,0,0,1026646,0,1026646,104,6.4
69,233,30,54,3500000,27467564,6589341,28215918,91,7.2
70,743,176,48,19000000,25836616,10240805,25837111,108,7.2
71,70,54,13,50000000,11534477,4946332,11534477,91,4.3
72,84,37,75,0,718490,19497,718490,96,6.7
73,43,13,0,0,740048,0,740048,175,7.5
74,50,29,0,0,19030691,6117558,27315527,87,6.1
75,32,8,0,15000000,2042530,1131094,2042530,90,4.8
76,169,70,0,20000000,5711695,2904140,5711695,108,6.3
77,15,15,0,0,306691,14763,306691,70,7.2
78,83,35,46,9000000,868979,71804,868979,111,6.3
79,75,33,0,44000000,22754725,8411178,22754725,118,5.7
80,45,28,0,150000,924940,0,924940,85,7.6
81,172,45,46,7000000,529766,44108,529766,115,6.7
82,85,24,0,1500000,4228275,45051,4249321,102,7.4
83,9,7,0,0,2291255,75675,2291255,115,7.4
85,63,34,0,4997987,3414301,0,3414301,116,6.8
86,105,29,53,38000000,10292300,3908514,10292300,129,6.6
87,45,24,54,0,9871065,2996891,9871065,88,5.3
88,92,27,34,0,32417995,10593609,32417995,87,6.2
89,162,35,0,33000000,8175346,2781601,8175346,90,6.3
92,110,56,44,47000000,5707094,2812620,12379402,108,5.8
93,87,41,27,20000000,19751736,7045379,19751736,100,4.6
94,198,68,64,0,10597759,2761790,10597759,112,7.1
95,239,73,61,50000000,70770147,15583510,150270147,108,6.1
96,40,16,0,0,469571,19000,469571,99,7.2
97,270,83,0,2590000,280859,0,412914,98,8.1
99,12,14,0,0,34402,14321,34402,106,6.6
100,75,46,62,40000000,20340204,6950794,20340204,111,6.2
101,226,87,67,7000000,560069,124118,560069,91,6.9
102,75,16,0,0,12825141,5106797,12825141,96,3.8
103,32,30,0,18000000,2821671,1442215,2821671,117,6
104,391,76,31,12000000,38824099,8514125,41205099,92,7
105,302,53,69,24000000,71516617,10519257,182016617,135,7.6
106,7,8,0,0,0,0,0,104,7.2
107,83,53,64,0,34327391,7906689,34327391,99,6.9
108,2,5,0,0,28672,9560,28672,95,7
110,1400,93,68,72000000,75609945,9938276,213216216,178,8.3
111,1400,314,94,1300000,28262574,116458,28573323,114,8.2
112,120,67,61,7500000,32392047,9858380,32392047,104,6.7
113,61,44,0,35000000,8797839,4023815,8797839,108,6.1
116,16,13,0,0,1310200,26697,1310200,117,8.1
117,31,16,0,0,536825,0,536825,99,7
118,48,22,33,5000000,2420162,1308088,2420162,92,4.9
119,12,12,0,35000000,3150170,1761890,3150170,135,4.7
121,21,10,0,0,204540,0,0,93,7.5
122,73,29,45,42000000,70052444,13640706,131052444,117,5.6
123,251,135,78,0,600200,32779,1500226,102,8
125,117,47,81,7000000,14702438,164458,14702438,92,6.7
126,111,16,0,17000000,0,0,0,95,3.2
128,11,6,0,0,10622,3673,10622,87,7.1
129,13,4,0,0,0,0,0,95,5.8
132,85,49,33,50000000,9851610,4284246,9851610,95,5.3
135,117,34,39,31000000,25785603,7231087,37553752,92,6.1
137,6,10,0,0,209935,26147,209935,86,5.9
140,66,37,0,60000000,51088705,11101955,100688705,124,6.1
141,249,43,72,31000000,124060553,18275828,185260553,117,7.2
144,42,32,73,238000,10426506,167815,10426506,98,6.6
145,328,84,41,19000000,65807024,15523358,141407024,119,6.8
146,15,9,0,0,7506759,2413107,7506759,84,5.7
147,216,41,46,2000000,2381087,765335,2402438,102,7.3
148,33,19,0,4000000,259724,49429,259724,112,5.8
149,42,28,53,2300000,757088,0,757088,105,6.8
150,465,165,78,52000000,173837933,25353380,355237933,140,7.7
151,163,28,55,28000000,31596911,2023272,31596911,139,6.9
152,117,79,0,0,307308,46448,307308,82,6.4
153,737,179,54,100000000,184069126,52784433,336567158,121,5.4
154,151,155,0,0,4063348,6462,4162334,100,7.7
155,52,22,0,23000000,5750110,2007527,5750110,100,6.5
156,46,22,54,2000000,1268636,104365,1268636,83,6.6
157,146,26,0,11000000,163971,53349,163971,91,5.9
158,162,49,49,55000000,100328194,16840385,287928194,100,6.2
159,98,49,71,25000000,13071518,4463560,13071518,128,6.9
160,210,79,24,50000000,81022101,24642539,152022101,109,5.3
161,270,82,66,53000000,91387195,18612190,157387195,116,7.3
162,114,68,93,0,3041083,19859,3041083,119,8
163,260,98,55,7000000,25405445,7910446,25405445,104,7.1
164,83,71,78,27000000,16140822,5422385,16140822,102,6.8
165,463,116,58,90000000,100012499,22162245,366101666,128,7.6
166,206,50,48,0,284785,27812,284785,83,6.1
168,227,54,57,55000000,37600435,10856442,127600435,134,6
169,31,21,0,0,30077111,7039608,30077111,95,5.1
170,284,99,46,20000000,7563728,3173101,7563728,105,6.2
171,60,17,0,0,3487767,185909,3487767,92,6.8
172,198,107,36,26000000,19075720,6033850,19075720,103,5.6
173,308,125,0,90000000,34693481,12291536,113493481,96,5.6
174,44,15,0,0,17014653,4831622,17014653,88,4.3
175,455,77,63,1500000,7412216,85709,7412216,91,7
176,95,48,81,500000,1111790,47965,1111790,90,7.5
177,98,87,0,12000000,13294422,4800258,13294422,109,6
178,20,18,0,0,542985,28280,542985,100,6.6
179,57,16,0,0,15453274,6820171,15453274,93,5.3
180,467,93,41,8000000,2122561,1153838,2122561,94,7
181,153,86,40,20000000,38187431,13104788,66433194,95,5.2
183,72,47,0,2000000,1125910,560048,1125910,95,6.7
184,50,31,64,1000000,443169,23846,443169,93,6
185,239,67,51,22000000,50727965,10037745,110627965,114,6
186,115,38,47,0,69684532,12522240,138510230,103,5.5
187,44,40,55,150000,472370,57237,472370,94,6.5
188,227,70,44,8000000,16115878,7510332,16115878,98,6.4
189,20,7,0,0,103351,0,0,91,5.1
190,155,61,76,1000000,512245,15830,512245,119,7.1
191,112,25,0,46000000,10382407,4119086,10382407,135,5.3
193,554,166,20,45000000,20350754,8112627,20358624,128,5
194,87,49,70,7000000,8367636,70744,8367636,112,7.4
195,47,32,62,0,50865589,11115697,50865589,106,5.7
196,191,122,49,35000000,60074103,17161943,113374103,108,5.9
198,279,101,66,42000000,7959291,31062,7959291,145,7.2
199,181,134,86,0,28030,14760,97485,91,7.8
201,37,17,0,10000000,7027517,2601093,7027517,115,6.1
202,88,21,42,8000000,340139,131269,340139,111,6.5
203,148,36,60,30000000,36474193,9019180,47774193,109,6.7
204,168,76,52,60000000,50024083,12624402,104324083,100,5.5
205,32,27,70,0,7929434,185183,7929434,93,6.7
206,15,13,0,0,2875086,71275,2875086,73,6.4
207,138,29,54,20000000,50008143,9526010,50008143,102,6.7
208,462,127,56,175000000,88246220,21171780,264218220,135,6.3
209,52,15,0,7000000,3734870,1743251,3734870,89,5.3
210,69,37,51,30000000,2193982,987515,2193982,98,5.8
211,34,18,0,0,487391,48719,487391,97,7.2
212,28,15,0,0,7919823,2988468,7919823,90,5.6
213,84,19,0,2800000,2302338,60074,2313461,135,7.8
214,79,22,0,1900000,763847,0,763847,113,7.9
215,629,162,77,2500000,5535405,1423537,5987386,101,8.1
216,279,28,16,10000000,25588734,6639080,26488734,89,6.3
217,53,13,0,2000000,0,0,0,90,4.3
218,59,35,60,21000000,23440188,4808873,23440188,115,6.5
219,77,22,0,0,2568425,1206415,2568425,97,7.7
220,115,110,0,0,0,0,0,90,5.9
222,56,17,70,0,23389975,125587,23389975,103,6.6
223,682,134,70,27000,3151130,31665,3151130,92,7.7
224,150,33,63,25000000,22150451,4556274,68792531,97,6.7
225,117,42,58,55000000,83015089,10068126,214015089,128,6.2
227,60,35,0,45000000,28735315,6143566,28735315,101,5.6
228,32,18,0,0,1176982,676659,1176982,102,4.5
229,98,62,72,12000000,3103716,74366,3103716,103,7.2
230,218,54,62,0,24361867,5721920,24361867,132,7.4
231,542,83,41,17000000,127190327,16363442,247290327,107,7.3
232,93,58,80,0,7294403,155512,7294403,124,7.8
233,105,53,72,2000000,4221036,100654,4221036,103,7
234,75,17,0,25000000,6841570,3012695,6841570,113,4.2
235,496,115,70,18000000,5887457,71566,5887725,127,7.8
236,132,46,50,40000000,38896854,9018022,101982854,111,6.6
237,60,34,0,0,33177694,5812656,33177694,101,6.5
238,22,13,0,0,11642946,4231917,11642946,81,6.3
239,161,37,53,18000000,35348597,6129557,35348597,78,6.9
240,69,29,0,15000000,12201255,5213455,12201255,106,5.3
241,56,28,0,15000000,3987768,1435709,3987768,96,6.6
242,40,22,0,0,1573411,0,1600226,111,6.8
243,35,12,0,0,3941146,1591229,3941146,90,3.8
246,101,45,98,700000,7830611,18396,11830611,170,8.3
247,300,96,86,5000000,3049135,31592,3049950,99,7.3
248,49,14,0,10500000,26325256,5831302,26325256,113,5.9
249,148,24,0,0,9914409,120108,9914409,121,7.4
250,82,21,42,0,17689177,6062857,17689177,100,6.6
251,67,35,0,20000000,6609661,2723495,6609661,111,5.9
252,93,33,66,25000000,26381221,3131201,26381221,100,6.2
253,538,77,60,60000000,105264608,36389705,223664608,123,7.5
254,37,20,45,14000000,2473668,61349,2473668,139,5.7
255,44,23,0,7000000,7557877,4392403,7557877,82,4.7
256,109,44,59,60000000,36763355,9803145,108431355,109,4.7
257,111,34,48,0,36853222,10607932,36853222,102,6.4
258,22,13,34,15000000,13406717,4315310,13406717,89,4.7
259,68,37,72,40000000,14942422,5317066,14942422,101,5.9
260,2100,190,90,11000000,460998507,1554475,775398007,121,8.6
261,206,54,87,18000000,50083616,2411247,50083616,115,7.3
262,140,32,83,17000000,10015449,28612,10015449,97,7.6
263,24,13,0,38976598,152457,0,152457,101,7.4
265,169,35,86,2000000,21665468,23600,21744201,105,7.1
266,484,77,45,30000000,66638883,101670,160638883,133,7.5
267,93,17,34,0,29412050,7011225,30112050,95,6.3
269,31,12,0,0,3267313,0,3267313,92,6.5
270,49,12,55,60000000,18272894,5438758,18272894,108,6
271,44,17,0,17000000,7603766,2520972,7603766,111,6.4
272,74,42,89,65897768,15238689,65226,15238689,110,7.2
273,316,103,49,45000000,22006296,11212889,112006296,123,6.3
274,39,18,0,0,40070995,9473317,40070995,96,5.2
275,150,27,14,15000000,6821850,2307850,6821850,97,5.4
276,60,22,0,0,18137661,5846533,18137661,110,5.6
277,129,50,0,0,17320136,2753208,46264384,114,6.6
278,28,18,0,0,5221281,71421,5221281,95,5.4
279,25,17,0,5500000,11079373,2164840,11079373,128,7.3
280,140,45,0,0,17381942,4719188,17381942,122,7.3
281,121,50,86,20000000,39491975,92838,39491975,110,7.3
282,101,34,60,24500000,33683817,62663,106683817,112,6.5
283,19,10,0,5000000,3565508,1395028,3565508,98,6.6
284,3,5,0,0,0,0,0,93,4.2
285,9,8,0,3000000,0,0,0,89,3.2
287,7,13,0,0,189509,0,0,98,5.4
288,713,134,74,34000000,50282766,11166687,50283563,119,7.2
289,116,28,0,0,20059210,5711738,20059210,109,6.5
290,329,49,77,0,1608570,0,1608570,102,7.9
291,39,10,0,0,0,0,0,106,4.4
292,256,59,64,50000000,67659560,13420387,189859560,127,6.6
293,1400,137,64,115000000,19501238,5306558,19569225,110,8.5
294,22,14,0,11000000,2832826,1127645,2832826,113,6
295,14,8,0,0,345972,268932,345972,94,5.3
296,3600,268,95,8000000,107928762,9311882,213928762,154,8.9
298,19,16,0,400000,152322,9567,152322,105,7.2
299,80,32,0,0,4165845,113430,4165845,105,7.1
300,187,60,92,31000000,24822619,757714,24822619,133,7.5
301,12,11,0,0,1238905,44380,1238905,94,6.6
302,76,35,0,42000000,1304237,4985,1318578,161,7.4
303,316,74,49,32000000,18636537,6515861,18636537,108,6.5
304,22,11,0,22000000,12096881,4038033,12096881,108,6.4
305,66,28,48,18000000,11300653,2026295,11300653,133,5.2
306,207,91,100,0,3581969,0,3634446,99,8.1
307,236,105,87,0,1324974,6413,1503943,94,7.9
308,131,84,91,0,1237219,22284,1259606,92,7.6
310,14,1,0,0,0,0,0,85,5.4
311,6,6,0,2500000,0,0,0,94,5.5
312,52,9,54,0,912082,371898,912082,95,5.3
313,77,24,70,45000000,9771658,2445155,9771658,93,6.4
314,83,25,0,3000000,6159269,82601,6159269,103,7.4
315,157,44,0,45000000,57362582,14317765,170362582,110,5.6
316,347,98,42,55000000,71567262,16651018,196567262,116,7
317,195,83,57,22000000,145539357,19321992,190539357,97,6.5
318,10700,175,82,25000000,28767189,727327,28884716,142,9.3
319,179,73,67,2500000,2079569,105614,2079569,89,7.3
320,37,32,0,0,102780,0,102780,96,6.5
321,31,25,0,0,2080805,0,2087569,108,7.4
322,164,37,66,700000,382928,34703,382928,93,7
324,76,14,0,3465000,766464,38479,766464,100,7.3
325,56,12,0,0,4686937,2184901,4686937,91,5.6
326,105,26,0,0,2332728,32900,2332728,133,8.3
327,224,83,46,25000000,4064495,2018183,4064495,104,5.4
328,137,88,48,13000000,21089146,10019555,21089146,92,6.7
329,319,116,55,35000000,75671125,23116394,118071125,118,6.6
330,84,39,0,6000000,11837928,3898983,11837928,98,6.5
331,24,20,0,0,538534,21968,538534,125,6.3
332,156,98,41,22000000,9418365,3222450,9418365,98,5.6
333,254,50,46,20000000,32679899,8027843,32679899,97,7.1
334,37,43,0,0,1746050,17636,1746050,119,7.3
335,38,33,69,6500000,536023,141345,536023,99,6.1
336,10,7,0,15000000,6014341,2324767,6014341,88,4.9
337,420,94,73,11000000,10032765,74421,10032765,118,7.7
338,116,50,39,30000000,24047675,8309869,24047675,106,5.5
339,264,61,67,17000000,81057016,9288915,182057016,103,6.8
340,69,24,0,0,16928556,5203275,16928556,126,6.7
341,24,15,0,0,759393,0,759393,87,7.1
342,200,51,63,9000000,15119639,244969,15485598,106,7.2
343,41,19,48,6500000,9685976,3418908,9685976,94,5.7
344,358,77,37,15000000,72217396,12115105,107217396,86,6.9
345,175,37,70,0,11220670,219433,11263235,104,7.5
346,31,27,0,0,2392589,126740,2392589,100,6.6
347,136,70,62,5000000,1862805,37997,1862805,139,7.2
348,106,63,0,20000000,13383747,86072,13383747,98,7.4
349,186,58,74,62000000,122187717,20348017,215887717,141,6.9
350,139,42,65,45000000,92115211,17174262,117615211,119,6.7
351,57,21,0,0,20164171,0,20164171,115,6.6
352,60,29,65,14000000,13642861,4209475,13642861,115,7
353,695,161,71,23000000,50693129,11774332,50694671,102,7.5
354,70,31,66,0,1007583,63786,1007583,128,6.4
355,134,52,38,46000000,130531208,29688730,341631208,91,5
356,3100,109,82,55000000,330455270,24450602,678226465,142,8.8
357,297,74,81,4400000,52700832,138486,245700832,117,7.1
358,146,35,54,0,38290723,13276662,38290723,128,6.5
359,17,10,0,0,1760527,0,1760527,104,6.7
360,41,27,0,45000000,30806194,7827002,30806194,123,5.3
361,117,41,64,20000000,37939757,8112822,37939757,101,6.4
362,53,22,63,27000000,43229904,5129959,52389402,111,6
363,25,19,0,0,449707,9711,449707,183,8
364,1200,228,88,45000000,422783777,1586753,968511805,88,8.5
365,134,36,0,35000000,4858139,873983,4858139,123,6.1
366,376,116,64,8000000,18090181,6667118,19721741,112,6.4
367,367,75,59,23000000,119938730,23117068,351583407,101,6.9
368,152,52,62,75000000,101631272,17248545,183031272,127,7
369,53,31,66,7000000,2144667,74512,2144667,125,6.4
370,126,60,63,30000000,51132598,13216531,51132598,83,6.5
371,86,41,70,6000000,38824341,175507,48424341,112,6.7
372,181,55,67,11500000,20982557,5113050,33351557,99,6.6
373,114,52,79,8000000,2502551,11562,2502551,98,7
374,69,32,49,40000000,38087756,5830302,38087756,95,5.4
376,99,56,63,45000000,46816343,10214450,94216343,111,6.5
377,560,121,78,30000000,121248145,14456194,350448145,116,7.3
378,32,20,0,38000000,20667959,3969048,20667959,99,5.8
379,185,101,48,27000000,44853581,12064625,101646581,99,5.9
380,474,109,63,115000000,146282411,25869770,378882411,141,7.3
381,106,27,0,0,50021959,0,50021959,126,6.5
382,181,91,0,70000000,65002597,17911366,131002597,125,6.3
383,204,48,47,63000000,25052000,7543504,25052000,191,6.7
384,26,14,0,15000000,3674841,1459824,3674841,108,5.4
385,12,14,62,0,920916,36606,920916,99,6.7
386,59,12,0,0,63513,44227,63513,96,5.7
387,38,22,0,10000000,29392418,7970574,29392418,100,5.9
388,8,1,0,0,625423,12588,0,91,7.2
389,13,17,0,0,464284,19101,464284,110,6.9
390,100,110,65,45000,0,0,0,83,6.6
391,25,13,0,7000000,20851521,5122600,20851521,119,6.6
393,364,85,34,35000000,33423521,6859495,99431786,102,4
405,94,43,28,26000000,12303080,5536435,12303080,99,4.4
406,7,10,0,80000,514775,20601,514775,97,6.3
407,335,182,53,8000000,8924549,3441807,8924549,95,7.1
408,45,14,0,7000000,19623396,3369037,19623396,105,6.6
409,41,17,0,3500000,16192320,3738800,16192320,96,6.6
410,180,63,61,47000000,48919043,14117545,48919043,94,6.8
412,217,86,90,34000000,32255440,2317289,32255953,139,7.2
413,105,40,46,0,5751882,1911739,5751882,92,6.2
414,34,9,0,17080000,21011318,5240859,21011318,107,5.6
415,68,32,53,0,20208496,5418316,20208496,108,5.6
416,57,26,0,25000000,15240435,5012200,15240435,99,5.2
417,54,43,74,3200000,7266973,102820,7266973,101,7
418,43,13,33,40000000,1519366,764011,1519366,122,5.3
419,84,22,37,25000000,44029386,9525375,57405220,92,5
420,192,53,16,50000000,42614912,12426169,119208989,104,5.5
421,67,19,0,0,4630377,1285820,4630377,88,6.6
422,42,30,0,11000000,16696219,4410077,16696219,106,6.2
423,103,47,0,28000000,30156002,10424873,30156002,121,6.2
424,36,24,54,0,23070663,10123605,23070663,108,6.3
425,47,34,0,16000000,3359465,763890,3359465,101,6.4
426,111,74,65,13000000,428868,31494,428868,87,6
427,135,31,25,0,1796389,787724,1796389,107,4.7
428,273,44,80,22000000,17287898,3716456,17287898,121,7.8
429,99,40,21,9000000,3662459,1513507,3662459,80,5.3
430,14,7,0,13000000,2570550,1802688,2570550,90,5.1
431,397,118,66,30000000,36948322,9116675,63848322,144,7.9
432,57,17,43,40000000,43622150,11516375,43622150,116,5.6
433,22,12,0,18000000,7355425,3136130,7355425,107,5.7
434,261,90,59,70000000,84049211,16176967,255000211,113,6.5
435,124,39,49,30000000,21274717,7100501,21274717,88,5.4
436,141,64,36,40000000,19726050,6610488,19726050,121,5.2
437,32,15,0,0,11391093,3724254,11391093,93,5.2
438,37,28,0,35000000,20280016,5048640,20280016,102,5.9
440,164,54,76,28000000,63270710,7306755,63270710,110,6.9
441,547,159,82,6900000,7993039,918127,8001005,103,7.6
442,330,98,34,57000000,58055768,14262432,58055768,115,6.7
444,53,19,28,8000000,1708873,676978,1708873,106,4.3
445,60,35,33,0,7839327,3502569,7839327,91,5.7
446,134,42,84,4000000,5549086,69408,6439377,171,8.1
448,132,49,0,0,6995302,144044,6995302,122,7.1
449,53,22,62,999999,233824,15191,233824,88,7.2
450,87,12,0,0,20016254,4328543,20016254,101,6.7
451,53,18,57,0,9709451,4517066,9709451,126,6.2
452,18,15,0,0,6243722,133084,6243722,101,6.7
453,43,17,42,30000000,11146270,4016220,11146270,96,6.2
454,247,62,58,42000000,158348367,25400000,270248367,154,6.9
455,105,28,79,20000000,77709806,7868829,153709806,112,6
456,125,40,81,3500000,8094616,0,8094616,114,7.5
457,412,131,87,44000000,183875760,23758855,368875760,130,7.8
458,70,31,58,35000000,18635620,4018452,18635620,115,6.5
459,72,30,51,0,16094974,5806515,30057974,115,5.8
460,26,20,31,30000000,18869594,5579480,18869594,109,4.8
461,33,17,0,15000,2405285,0,2405285,83,5.7
464,245,107,63,18000000,32589677,10106500,74189677,97,6.2
466,125,37,64,25000000,38922972,10250661,133752825,86,6.6
467,18,14,0,0,23808,0,23808,95,5.2
468,90,35,0,40997769,10904930,2811355,10904930,99,6.6
469,99,22,0,40000000,6265311,1719085,6265311,145,6.9
470,19,8,0,0,19281235,6850010,19281235,100,4.6
471,244,74,53,40000000,2816518,104490,2816518,111,7.2
472,22,13,0,40000000,10424645,4702625,10424645,115,5.5
473,42,10,0,0,28881266,6367194,28881266,91,4.9
474,200,82,74,40000000,102314823,15269388,176997168,128,7.2
475,226,37,84,13000000,25096862,109805,65796862,133,8.1
476,13,10,0,8000000,8880705,2358988,8880705,110,6.3
477,87,30,76,15000000,39100956,1222718,39100956,118,7.3
478,23,17,0,30000000,3783003,1451000,3783003,112,5.3
479,112,40,46,21000000,12526677,4088955,12526677,110,6.6
480,1400,269,68,63000000,407185075,47026828,1114429886,127,8.2
481,209,62,49,9000000,2395231,1159133,2395231,117,6.7
482,105,34,49,1500000,418961,30586,418961,96,6.4
484,22,12,0,0,9979683,3201843,9979683,94,5.8
485,382,143,44,85000000,50016394,15338241,137298489,130,6.5
486,42,17,50,0,12440858,3606279,12440858,91,5.6
487,30,15,0,36000000,16821273,5401743,16821273,98,5.5
488,61,34,43,0,1498795,57280,1498795,101,6.7
489,29,16,49,22000000,44942695,11821326,104942695,111,5.1
490,138,46,52,20000000,46405336,9232650,46405336,107,6.5
491,102,25,62,0,24760338,4026775,24760338,115,6.7
492,132,73,71,13500000,11330911,2015360,11330911,104,7.3
493,150,39,76,3500000,27912072,3816393,27912072,97,7.5
494,206,68,62,55000000,56569216,12069780,121969216,133,6.5
495,131,109,0,0,0,0,0,109,6.6
496,51,20,71,120000,0,0,0,91,7.3
497,200,44,80,11000000,22549338,108617,22549338,111,7.3
499,23,8,0,13000000,3125424,1177311,3125424,98,5.9
500,347,59,54,25000000,219195243,20468847,441286195,125,7.1
501,157,59,85,0,1769305,36463,1797195,131,7.7
502,150,37,36,12000000,8914777,0,15876353,107,4.5
504,90,60,0,20000000,15339030,4588736,15339030,118,6.1
505,132,25,0,40000000,7182747,3036050,7182747,87,4.5
506,102,50,75,4000000,5377643,107030,5409423,94,7.1
507,189,62,71,30000000,31130999,8075582,135130999,138,7.5
508,338,61,66,26000000,77446440,143433,206678440,125,7.7
509,308,89,89,7000000,40157856,151419,40185556,121,7.5
510,45,18,51,14000000,27515786,11728455,27515786,109,6.1
511,42,13,51,15000000,23032565,6821931,23032565,112,6.5
512,85,47,0,0,8647042,4069057,8647042,109,5.9
513,57,28,0,15000000,1316865,835570,1316865,108,6.1
514,137,54,59,11000000,11439193,3044097,11439193,97,6.9
515,253,60,86,15000000,23237911,1528982,23237911,134,7.8
516,77,17,44,40000000,24332324,5557590,24332324,128,6.2
517,96,27,56,35000000,63179523,15195941,107198790,125,6.2
518,113,15,0,25000000,6562513,2580108,6562513,118,5.9
519,243,87,40,22000000,10696210,4304829,10696210,104,4.1
520,241,53,44,20000000,35739755,6841830,35739755,104,6.7
521,108,41,50,11500000,3275585,1225737,3275585,110,6.6
522,167,43,61,0,175340,8233,175340,94,6.8
523,70,14,77,800000,1001437,25297,1001437,114,6.9
524,206,41,71,0,22881563,881191,22881563,114,7.5
526,27,12,0,0,662341,0,662341,126,6.9
527,2200,151,95,22000000,96898818,656636,322161245,195,9
528,45,19,0,0,2694234,1458837,2694234,101,5.4
529,133,43,89,12000000,7266383,1121354,7266383,109,7.4
531,126,31,74,18000000,31181347,4625583,31181347,101,7.3
532,148,56,64,13000000,7820688,2040450,7820688,95,6.8
533,174,93,50,25000000,32063435,11713845,48063435,108,6
534,119,23,0,22000000,25842377,81082,25842377,131,7.3
535,155,56,81,12000000,6110979,0,6110979,188,7.7
536,50,16,0,0,3430583,1404904,3430583,106,6.3
537,92,23,64,0,7770731,34299,7770731,98,5.9
538,116,39,72,12000000,6405918,53058,6405918,112,6.8
539,317,91,72,21000000,126808165,17253733,227927165,105,6.8
540,93,44,38,40000000,36300000,12138283,116300000,107,5.1
541,1700,306,84,28000000,32914489,6150002,41712525,117,8.1
542,67,19,33,8000000,36448400,7033310,36448400,95,5.9
543,158,52,54,20000000,11585483,3466930,11585483,93,6.5
544,113,46,36,30000000,24107867,8705808,24107867,102,5.8
546,417,56,35,48000000,20915465,8532623,20915465,104,4.1
547,78,44,41,7400000,7727256,2907468,7727256,96,6.2
548,58,36,0,50000000,16487349,5500404,16487349,102,5.5
549,33,25,0,0,1319521,0,1319521,98,7.3
550,68,29,0,0,14815317,4001024,14815317,93,6.3
551,637,242,82,18000000,87620624,191232,101624882,76,7.9
552,177,43,43,30000000,53898845,10621992,53898845,105,6.4
553,651,102,50,25000000,56505065,6454752,56505065,130,7.8
555,621,164,59,13000000,12281551,4023420,13088850,119,7.9
556,27,39,78,0,901668,15264,901668,96,7.4
558,64,17,0,27000000,13670688,4188399,13670688,80,6.1
